title,price,category,condition,material,description,url,combined_text,furniture_type,is_sofa,is_bed,is_table,is_chair,material_quality,material_type,length,width,height,volume,seating_capacity,is_new,is_used,condition_score,has_brand,is_imported,is_handmade,is_antique,is_modern,with_cushions,has_warranty,size_score,material_score,style_score,completeness_score,quality_score,capacity_score,price_per_volume,type_material_score
pure seesham wood imported sofaset \ luxury sofaset \ 5 seater sofaset,21000.0,Sofa,Used,,"Description MASTERFULLY CARVED, ENDLESSLY ADMIRED!

Crafted from pure Shisham wood in soft white and dull gold, this seater set brings timeless charm and unmatched durability to your living space. 
A statement of elegance — built to last, made to be remembered. 

 Handcrafted details
 Premium polish & finishing
 Guaranteed strength

#ShishamWood 
#LuxurySeating 
#ElegantFurniture 
#WhiteAndGoldDecor
#ClassicLiving 
#HomeInStyle
 #HandcraftedLuxury",https://www.olx.com.pk/item/pure-seesham-wood-imported-sofaset-luxury-sofaset-5-seater-sofaset-iid-1104519873,"pure seesham wood imported sofaset \ luxury sofaset \ 5 seater sofaset Description MASTERFULLY CARVED, ENDLESSLY ADMIRED!

Crafted from pure Shisham wood in soft white and dull gold, this seater set brings timeless charm and unmatched durability to your living space. 
A statement of elegance — built to last, made to be remembered. 

 Handcrafted details
 Premium polish & finishing
 Guaranteed strength

#ShishamWood 
#LuxurySeating 
#ElegantFurniture 
#WhiteAndGoldDecor
#ClassicLiving 
#HomeInStyle
 #HandcraftedLuxury",1,1,0,0,0,3,1,26.0,20.0,0.0,0.0,5.0,0,0,5,1,1,0,1,0,0,0,0.0,7,5,2,12,0.0,21000.0,7
New untech only bed with new 9 inch  spring metrus 3 peses,70000.0,Bed,New,Others,Description Urgent sale brand new bed with metrus 9 inch 3 pises mey ha,https://www.olx.com.pk/item/new-untech-only-bed-with-new-9-inch-spring-metrus-3-peses-iid-1105240926,New untech only bed with new 9 inch  spring metrus 3 peses Description Urgent sale brand new bed with metrus 9 inch 3 pises mey ha,2,0,1,0,0,2,0,26.0,20.0,0.0,0.0,0.0,1,0,10,0,0,0,0,0,0,0,0.0,4,0,0,14,0.0,70000.0,8
barber chair/salon chair/cutting Chair/hydraulic chair/parlour chair,22000.0,Furniture,New,,"Description Hadi Saloon Chairs Works 


We Are Manufacturer of All types of Saloon Chairs and furniture, 10 years of working Experience, we offer the best prices and quality products details are under:

* Salon chairs 
* Salon Ladies parlour Chairs 
* Barber Chairs
* Baby Chairs
* Saloon Plastic Trolley
* Saloon wood Trolley
• Waxing Chairs 
* Manicure Sofa
* Pedicure Sofa
* Mani-pedicure combine Unit
* Zero plumbing mani-pedicure sofas 
* Salon Shampoo units 
* Salon Hair wash sofa
* Salon Wax Chairs 
* Salon Special Cutting Chairs 

• Prices depend on article design and material quality, Delivery Service Is Also Available In All Over Pakistan. 
* Available at very reasonable and discounted prices on Bulk purchasing 
* All Chairs Manufactured In Faisalabad 
• Head Office: Raza abad bazar no 1, near Abbas marriage Hall, Faisalabad. 

For Oder and more details Call or Whatsapp on below number
{03/19/69/64/559",https://www.olx.com.pk/item/barber-chairsalon-chaircutting-chairhydraulic-chairparlour-chair-iid-1104504518,"barber chair/salon chair/cutting Chair/hydraulic chair/parlour chair Description Hadi Saloon Chairs Works 


We Are Manufacturer of All types of Saloon Chairs and furniture, 10 years of working Experience, we offer the best prices and quality products details are under:

* Salon chairs 
* Salon Ladies parlour Chairs 
* Barber Chairs
* Baby Chairs
* Saloon Plastic Trolley
* Saloon wood Trolley
• Waxing Chairs 
* Manicure Sofa
* Pedicure Sofa
* Mani-pedicure combine Unit
* Zero plumbing mani-pedicure sofas 
* Salon Shampoo units 
* Salon Hair wash sofa
* Salon Wax Chairs 
* Salon Special Cutting Chairs 

• Prices depend on article design and material quality, Delivery Service Is Also Available In All Over Pakistan. 
* Available at very reasonable and discounted prices on Bulk purchasing 
* All Chairs Manufactured In Faisalabad 
• Head Office: Raza abad bazar no 1, near Abbas marriage Hall, Faisalabad. 

For Oder and more details Call or Whatsapp on below number
{03/19/69/64/559",1,1,0,0,1,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,22000.0,7
King Size Double Bed/ Wooden bed /bedset/ wooden bedset/DecoPaint Bed,23999.0,Bed,New,Wood,"Description Bed Rs. 23,999/- 
•Deco Paint Finish King Size Double Bed Bed (only). Available in many colors and design build quality is good 
•Solid Kikar Frame 4inhces and Design on Commercial Mdf Sheet
•Bed Feet 4inches kikar, Side Lars 5inches, Two center supports and sheet jal
•You can also customize your own design. 
•For more Details Kindly on whatsapp or phone  (View phone number)",https://www.olx.com.pk/item/king-size-double-bed-wooden-bed-bedset-wooden-bedsetdecopaint-bed-iid-1105110946,"King Size Double Bed/ Wooden bed /bedset/ wooden bedset/DecoPaint Bed Description Bed Rs. 23,999/- 
•Deco Paint Finish King Size Double Bed Bed (only). Available in many colors and design build quality is good 
•Solid Kikar Frame 4inhces and Design on Commercial Mdf Sheet
•Bed Feet 4inches kikar, Side Lars 5inches, Two center supports and sheet jal
•You can also customize your own design. 
•For more Details Kindly on whatsapp or phone  (View phone number)",2,0,1,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0,0.0,7,0,0,14,0.0,23999.0,14
Cupboard / wardrobe / showcase /shoesRack /dressing table / bed,10500.0,Furniture,New,,"Description Ehsaan Furniture House Rawalpindi 

making by

Wardrobe 
baby cupboard 
dressing table 
showcase 
shoes Rack 
Chesstar drawer 
book Rack 
Led Rack 
single bed 
double bed
sofa set
study table 
Dining table 
iron stand 
single one door cupboard 
cousin bed 
Home Repairing service 
Home Fix Almari making 
kitchen making 
And much more. . . . . . . . . . . 

Rawalpindi islamabad",https://www.olx.com.pk/item/cupboard-wardrobe-showcase-shoesrack-dressing-table-bed-iid-1071284350,"Cupboard / wardrobe / showcase /shoesRack /dressing table / bed Description Ehsaan Furniture House Rawalpindi 

making by

Wardrobe 
baby cupboard 
dressing table 
showcase 
shoes Rack 
Chesstar drawer 
book Rack 
Led Rack 
single bed 
double bed
sofa set
study table 
Dining table 
iron stand 
single one door cupboard 
cousin bed 
Home Repairing service 
Home Fix Almari making 
kitchen making 
And much more. . . . . . . . . . . 

Rawalpindi islamabad",1,1,1,1,0,3,4,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,10,0,0,15,0.0,10500.0,10
L shaped sofa | 7 seater,18000.0,Furniture,New,,"Description Brand new L-shaped 7-seater sofa. Spacious, modern, and very comfortable. Perfect for family or lounge setup.",https://www.olx.com.pk/item/l-shaped-sofa-7-seater-iid-1105430813,"L shaped sofa | 7 seater Description Brand new L-shaped 7-seater sofa. Spacious, modern, and very comfortable. Perfect for family or lounge setup.",1,1,0,1,0,2,0,26.0,20.0,0.0,0.0,7.0,1,0,10,0,0,0,0,1,0,0,0.0,4,2,0,14,0.0,18000.0,4
Computer Table. Study Table. Workstation for Home and Office.,8000.0,Table,New,,"Description Rawalpindi Islamabad delivery available. 
Cash on Delivery available. 
Wholesale no bargain fixed price . 
2 years guarantee best quality material used. 
Water proof lamination wood and iron frame. 
For order call/WhatsApp: [ (View phone number) ]
Medium Size:
length 3 width 2 height 2.5 feet Rs 8000 
Large Size:
length 4 width 2 height 2.5 feet Rs 9000
length 4 width 2.5 height 2.5 feet Rs 9500
Extra Large Size:
 length 5 width 2.5 height 2.5 feet Rs 11000.",https://www.olx.com.pk/item/computer-table-study-table-workstation-for-home-and-office-iid-1100532571,"Computer Table. Study Table. Workstation for Home and Office. Description Rawalpindi Islamabad delivery available. 
Cash on Delivery available. 
Wholesale no bargain fixed price . 
2 years guarantee best quality material used. 
Water proof lamination wood and iron frame. 
For order call/WhatsApp: [ (View phone number) ]
Medium Size:
length 3 width 2 height 2.5 feet Rs 8000 
Large Size:
length 4 width 2 height 2.5 feet Rs 9000
length 4 width 2.5 height 2.5 feet Rs 9500
Extra Large Size:
 length 5 width 2.5 height 2.5 feet Rs 11000.",3,0,0,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,8000.0,21
sofa set / L shape sofa / pure leather sofa / 7 seater sofa / furrniue,24900.0,Furniture,New,,"Description Stylish Brand New L-Shape Sofa – For Sale!

Upgrade your living space with this elegant, brand-new L-shape sofa, perfect for modern homes. 

 Condition: 100% Brand New – Never
 Size: spacious & comfortable
 Material: [Fabric/Leather] – durable & easy to maintain",https://www.olx.com.pk/item/sofa-set-l-shape-sofa-pure-leather-sofa-7-seater-sofa-furrniue-iid-1104885345,"sofa set / L shape sofa / pure leather sofa / 7 seater sofa / furrniue Description Stylish Brand New L-Shape Sofa – For Sale!

Upgrade your living space with this elegant, brand-new L-shape sofa, perfect for modern homes. 

 Condition: 100% Brand New – Never
 Size: spacious & comfortable
 Material: [Fabric/Leather] – durable & easy to maintain",1,1,0,1,0,4,2,26.0,20.0,0.0,0.0,7.0,1,0,10,0,0,0,0,1,0,0,0.0,10,2,0,20,0.0,24900.0,10
tensile shades |waterproof shades |car parking shades |fiber shades|,50000.0,Furniture,New,,"Description ***********Welcome to Pak Tensile & Shades**************
We are dealing in all types of Parking sheds 
Highly trusted company in Pakistan. 

- Car Parking shed
- Porch Sheds 
- Wall mounted
- Hospital Parking 
- Factory parking 
- Warehouse Shed 
- Dairy Shed 
- Shadi Hall 
- Marquee 
- Storage shed 
- Swimmimg pool shed
For more info and details kindly contact us on whatsapp number given below. 
+92 /321/ 7/94/48/05",https://www.olx.com.pk/item/tensile-shades-waterproof-shades-car-parking-shades-fiber-shades-iid-1103401682,"tensile shades |waterproof shades |car parking shades |fiber shades| Description ***********Welcome to Pak Tensile & Shades**************
We are dealing in all types of Parking sheds 
Highly trusted company in Pakistan. 

- Car Parking shed
- Porch Sheds 
- Wall mounted
- Hospital Parking 
- Factory parking 
- Warehouse Shed 
- Dairy Shed 
- Shadi Hall 
- Marquee 
- Storage shed 
- Swimmimg pool shed
For more info and details kindly contact us on whatsapp number given below. 
+92 /321/ 7/94/48/05",0,0,0,0,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,50000.0,0
Computer Table/ Laptop Table/ Study Table/ Workstation,3399.0,Furniture,New,,"Description Length 3ft width 2ft Height 2.5ft Rs3400 (Footrest Variant)
Length 3ft width 2ft Height 2.5ft Rs4500(With Bottom Shelf)
Length 4ft width 2ft Height 2.5ft Rs6000 (With bottom shelf)
Colors Available:
Black, white, Wooden and dark brown 
White Frame Extra Charges Rs1000
Material
Metal frame with lamination sheet top sides pvc edge binding 1mm tape 
Delivery Service Available
Whatsapp  (View phone number)",https://www.olx.com.pk/item/computer-table-laptop-table-study-table-workstation-iid-1099858289,"Computer Table/ Laptop Table/ Study Table/ Workstation Description Length 3ft width 2ft Height 2.5ft Rs3400 (Footrest Variant)
Length 3ft width 2ft Height 2.5ft Rs4500(With Bottom Shelf)
Length 4ft width 2ft Height 2.5ft Rs6000 (With bottom shelf)
Colors Available:
Black, white, Wooden and dark brown 
White Frame Extra Charges Rs1000
Material
Metal frame with lamination sheet top sides pvc edge binding 1mm tape 
Delivery Service Available
Whatsapp  (View phone number)",3,0,0,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,3399.0,21
sofa cum bed / bean bag sofa cum bed / sofa cumbed /sofa bed bean bags,5990.0,Furniture,New,,"Description Fabric AVAILABLE :- Parachute / Leather 
warranty :- 10 months 
Washable :- yes 
size :- single / double 
Double Stitch 
Water Proof
Easy to Move
Filling :- Thermopol Beans
Polyester sheet of 75 mm pasted inner side of product for more comfort 
Parachute single RS. Size (28 x 5.8t) 
First time in Pakistan you can customize your sittings and other soft interior as you like (any color any size any style)  We are offering  the high quality Bean Bags and other bean products,  we are the best because of our quality and our reasonable prices 
we are also Manufacturing all kind of bean bags in leather and parachute with your desire colors and sizes   
For more information Whats-app us 24x7
For quality insurance please visit our company outlets  
SAB RANG INTERIOR & EXTERIOR",https://www.olx.com.pk/item/sofa-cum-bed-bean-bag-sofa-cum-bed-sofa-cumbed-sofa-bed-bean-bags-iid-1104420395,"sofa cum bed / bean bag sofa cum bed / sofa cumbed /sofa bed bean bags Description Fabric AVAILABLE :- Parachute / Leather 
warranty :- 10 months 
Washable :- yes 
size :- single / double 
Double Stitch 
Water Proof
Easy to Move
Filling :- Thermopol Beans
Polyester sheet of 75 mm pasted inner side of product for more comfort 
Parachute single RS. Size (28 x 5.8t) 
First time in Pakistan you can customize your sittings and other soft interior as you like (any color any size any style)  We are offering  the high quality Bean Bags and other bean products,  we are the best because of our quality and our reasonable prices 
we are also Manufacturing all kind of bean bags in leather and parachute with your desire colors and sizes   
For more information Whats-app us 24x7
For quality insurance please visit our company outlets  
SAB RANG INTERIOR & EXTERIOR",1,1,1,0,0,4,2,28.0,5.0,0.0,140.0,0.0,0,0,5,0,0,0,0,0,0,1,4.948759890378168,10,0,2,15,0.0,42.4822695035461,10
office chair/ visitors chairs / executive chair / laptop chair / desk,9500.0,Chair,New,,Description office chairs available we do deliver at home and prices of chairs are in the pics please contact us on WhatsApp for more details,https://www.olx.com.pk/item/office-chair-visitors-chairs-executive-chair-laptop-chair-desk-iid-1102821857,office chair/ visitors chairs / executive chair / laptop chair / desk Description office chairs available we do deliver at home and prices of chairs are in the pics please contact us on WhatsApp for more details,4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,9500.0,16
Bed Set/King Size Bed/Jahaiz Set /Bridal Set /Side Tables,15000.0,Bed,New,Wood,"Description Baghdadi Furniture – Redefining Comfort & Style

At Baghdadi Furniture, we specialize in premium-quality furniture designed to bring elegance, comfort, and durability into your spaces. From modern to classic, every piece is crafted with attention to detail and superior materials, ensuring long-lasting performance. 

 What We Offer

Luxury Sofa Sets

Dining Tables & Chairs

Beds & Bedroom Sets

Office Chairs & Workstations

Custom-Made Furniture on Order

 Unique & Trendy Designs
 Solid & Durable Materials
 Affordable Prices with Premium Finish
 Customization Available

 Contact:  (View phone number) 

Transform your home or office with furniture that speaks of elegance and comfort — only at Baghdadi Furniture.",https://www.olx.com.pk/item/bed-setking-size-bedjahaiz-set-bridal-set-side-tables-iid-1105162195,"Bed Set/King Size Bed/Jahaiz Set /Bridal Set /Side Tables Description Baghdadi Furniture – Redefining Comfort & Style

At Baghdadi Furniture, we specialize in premium-quality furniture designed to bring elegance, comfort, and durability into your spaces. From modern to classic, every piece is crafted with attention to detail and superior materials, ensuring long-lasting performance. 

 What We Offer

Luxury Sofa Sets

Dining Tables & Chairs

Beds & Bedroom Sets

Office Chairs & Workstations

Custom-Made Furniture on Order

 Unique & Trendy Designs
 Solid & Durable Materials
 Affordable Prices with Premium Finish
 Customization Available

 Contact:  (View phone number) 

Transform your home or office with furniture that speaks of elegance and comfort — only at Baghdadi Furniture.",1,1,1,1,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,1,1,0,0,0.0,4,5,0,9,0.0,15000.0,4
