Title,Price,Description,Condition,Type,Material,URL
Bunk Bed | Kids Bed | Bunker Bed | Iron Bed | Baby Bed | 03216287005,22999,"Description Welcome to Hassan Furniture

""Spend wisely, rest nicely — quality never goes out of style!""

Contact for more details:
0/3/2/1/6/2/8/7/0/0/5

We deal in all kinds of iron furniture like:
Single Bed | Double Bed | Bunker Bed

1.10 Year Guarantee of The Structure Of Our Beds. 

2. We Use Master Spray Paint for our Beds no issue of Rust. 

3. Prices vary depending on design and customization. 

4. Beautiful and modern designs available. 

5. We are manufacturing all types of quality iron furniture at factory prices. 

6. Graceful and durable designs with the best quality finishing. 

7. Strong iron structure and top-grade material used. 

8. No compromise on product quality. 

We are dealing in Iron Beds – Contact us today for quality and durability at unbeatable prices!style!""

Contact for more details:
0/3/2/1/6/2/8/7/0/0/5

We deal in all kinds of iron furniture like:
Single Bed | Double Bed | Bunker Bed

1.10 Year Guarantee of The Structure Of Our Beds. 

2. We Use Master Spray Paint for our Beds no issue of Rust. 

3. Prices vary depending on design and customization. 

4. Beautiful and modern designs available. 

5. We are manufacturing all types of quality iron furniture at factory prices. 

6. Graceful and durable designs with the best quality finishing. 

7. Strong iron structure and top-grade material used. 

8. No compromise on product quality. 

We are dealing in Iron Beds – Contact us today for quality and durability at unbeatable prices!",New,Bed Set,Iron,https://www.olx.com.pk/item/bunk-bed-kids-bed-bunker-bed-iron-bed-baby-bed-03216287005-iid-1100813244
"Study Table ,Computer Table Laptop Table Office Table Working Table",3499,"Description Materials:

SIZE 3×2 (3,499), 4×2 (6,499)
MDF LASANI SHEET (WITH PVC EDGE BINDING TAPE)
METAL FRAME
FURNITURE PADS
CABLE HOLE WITH CAP
MAKE YOUR OWN CUSTOMIZE SIZES AND DESIGNS 

Colours:
Black, White, Dark Brown, Wooden

HOME DELIVERY IN LAHORE

FOR MORE DETAILS CONTACT ON WHATSAPP. 
 (View phone number)",New,Computer Tables,,https://www.olx.com.pk/item/study-table-computer-table-laptop-table-office-table-working-table-iid-1061683579
Computer Table/Gaming Table/Office Table,3499,"Description Materials And Sizes:
(3×2) 3499
(4×2) 6499

Lamination Top with PVC edge binding tape
Metal Frame (20 Gauge)

Colours:
Black, White, Dark Brown, Wooden, Hazelnut

HOME DELIVERY AVAILABLE IN LAHORE. 

For More Info Contact On Whatsapp:
 (View phone number)",New,Computer Tables,,https://www.olx.com.pk/item/computer-tablegaming-tableoffice-table-iid-1095662505
"Office Furniture for Sale – Chairs, Tables & Sofas in Excellent Condi",10000,"Description Upgrade your workspace with high-quality office furniture at an affordable price!
We have:
 Comfortable Office Chairs
 Sturdy Office Tables
 Stylish Sofas for Reception/Waiting Area

 Location: Tarnol, Islamabad
 Condition: Gently Used / Excellent Condition
 Price: Negotiable

 Contact now for details: (View phone number)",Used,,,https://www.olx.com.pk/item/office-furniture-for-sale-chairs-tables-sofas-in-excellent-condi-iid-1105141875
Office table Modern gaming desk chair workstation laptop study meetin,18500,Description Zero Tripple 3 Fife 6 Fife 9 Zero 2 Nine,New,Others,,https://www.olx.com.pk/item/office-table-modern-gaming-desk-chair-workstation-laptop-study-meetin-iid-1105428213
5foot Paiti Trunk available for sale in very Less Rates,15500,"Description Dear Customer 
Paiti Trunk Available very cheapest Rates. 
We have All types and sizes Paiti Trunk Available Now. . . If You are Interested must Contact us. . . The Rate Idea Is. . 

4foot paiti trunk / in PKR 7500 TO 11500
5foot paiti trunk / In PKR 8500 TO 14500
6foot paiti trunk/ in PKR 13500 TO 16500
3 foot Trunk / in PKR 4500 To 7500
2.5 foot trunk / PKR 2500 TO 5000
5man parola 9500


Note*****
Rates are Renewable",Used,Others,,https://www.olx.com.pk/item/5foot-paiti-trunk-available-for-sale-in-very-less-rates-iid-1084888719
sofa set 3 1 1,26000,Description sofa set ha condition 8.5/10 poshish new ha kahi sa damage bhi nhi ha ok ha urgent sale krna ha,Used,Sofa Set,,https://www.olx.com.pk/item/sofa-set-3-1-1-iid-1103395763
hotel chair,1000,Description ya bs 1 Maine Chali hai or agr pure hotel ka Saman chahiye to hai or ye title 12 chairs hai,Used,Others,,https://www.olx.com.pk/item/hotel-chair-iid-1105418304
sofa set 5 seater,18000,"Description in very good condition foam kahen say bend ya damage nahi hei overall good condition hei heavy material used 
no damage or broken 
serious buyers rabta keren",Used,Sofa Set,,https://www.olx.com.pk/item/sofa-set-5-seater-iid-1105428227
Air Cooler GFC,32000,"Description Brand: GFC Air cooler 
Model: 25
Bottles Cooling: 6
Condition: 10/10
Color: white/black 

Location: Walton Road Lahore",Used,Others,,https://www.olx.com.pk/item/air-cooler-gfc-iid-1105428233
Beautiful Dining table set with 4 Chairs Rabta 0311-8282921,12000,Description Beautiful Dining table set with 4 Chairs Model Colony Sheet 19 RH Pizza ka Sath Model Colony Malir Cantt Road KARACHI,,,,https://www.olx.com.pk/item/beautiful-dining-table-set-with-4-chairs-rabta-0311-8282921-iid-1105428246
Office table study desk sofa chair workstation computer meeting,17500,Description Zero Tripple 3 Fife 6 Fife 9 Zero 2 Nine,New,Others,,https://www.olx.com.pk/item/office-table-study-desk-sofa-chair-workstation-computer-meeting-iid-1105428271
King size Bed | Orthopedic Mattress,20000,"Description Urgent selling
With Orthopedic Mattress 
Condition 9/10
Comfortable
Bed+Mattress",Used,King Bed,Iron,https://www.olx.com.pk/item/king-size-bed-orthopedic-mattress-iid-1105428280
Vintage Wooden Swing,40000,"Description Vinatage swing, fully wooden. Heavy duty, functioning, minor faults. With 2 cushions, 2 long round pillows",,,,https://www.olx.com.pk/item/vintage-wooden-swing-iid-1105428283
Royal sofa set,48000,"Description Sofa set for sale. . . 
Condition 10/9
not in use
very minor default due to shifting 
Sofa covers excluded
slightly price negotiable 
sale on urgent basis",Used,Sofa Set,,https://www.olx.com.pk/item/royal-sofa-set-iid-1105428302
MHEROON COLOUR SOFA SET,12500,Description 5 seater sofa  set all  Kahi sa Koi damage nh ghr shift krna h jabi sell kr rhe h location new Karachi sector 5/E,Used,Sofa Set,,https://www.olx.com.pk/item/mheroon-colour-sofa-set-iid-1105428322
king double bed 5.6/6.6 ft,30000,"Description I m selling double bed, side tables , good condition in dark brown color. 
second bed light brown is 15000",Used,King Bed,Wooden,https://www.olx.com.pk/item/king-double-bed-5666-ft-iid-1095609058
L shaped 6 seater brand new sofa  available urgent sale.,36000,Description L shaped 6 seater brand new sofa  available at a reasonable price . . urgent sale need cash . only serious buyers contact. my WhatsApp no  (View phone number) . . location ghakhar bus stop main g t road . . .,New,L Shaped,,https://www.olx.com.pk/item/l-shaped-6-seater-brand-new-sofa-available-urgent-sale-iid-1102770798
Glass Dining Table,30000,"Description Glass Dining Table
6 Chairs(4 round chairs)
Table Corner in round shape
Easily collapse and portable table and chairs
Easily movable
Look like new
Urgent sale
Price will be little negotiable
Only serious buyer can contact on Call",,,,https://www.olx.com.pk/item/glass-dining-table-iid-1105428328
"Dining Table |Wooden, Glass, Pvc |Customized Desig",80000,"Description ""The AB Furniture - Elevate Your Dining Experience with Our Stylish Luxury Dining Tables at Affordable Prices!

At The AB Furniture, we believe that dining tables are more than just a piece of furniture - they're the heart of your home where memories are made. That's why we offer an exclusive range of stylish luxury dining tables that combine elegance, comfort, and affordability. 

Our dining tables are designed to impress, with:

- Sleek and modern designs that elevate your dining space
- High-quality materials and craftsmanship that ensure durability
- Affordable prices that fit your budget

Whether you're looking to create a warm and inviting atmosphere for family gatherings or a sophisticated setting for dinner parties, our luxury dining tables are the perfect choice. 

Why Choose The AB Furniture?

- Stylish and luxurious dining tables at affordable prices
- High-quality materials and craftsmanship
- Exclusive designs that elevate your dining space
- Excellent customer service and support

Visit us today and discover the perfect luxury dining table for your home",,,,https://www.olx.com.pk/item/dining-table-wooden-glass-pvc-customized-desig-iid-1104958557
dressing or showcase 2 dor wla showkese ha ndition new ha,17000,Description dressing or showcase new condition showcases 2 door nechy almari bni hui ha khany bny hn argent for sale only serious buyer rbta kry jazakallah (Chat with seller),New,Kids Wardrobes,,https://www.olx.com.pk/item/dressing-or-showcase-2-dor-wla-showkese-ha-ndition-new-ha-iid-1105428069
Multi layer shoe stand,1500,Description Multi layer shoe stand with elegant design,New,Shelves,,https://www.olx.com.pk/item/multi-layer-shoe-stand-iid-1105428075
bed for sell 5/6 size,6500,Description only bed without mattress size 5/6 ka h Kahi sa damage nh h ghr shif krna h jbi sell kr rhe h,Used,Bed Set,Wooden,https://www.olx.com.pk/item/bed-for-sell-56-size-iid-1105428091
Room Furniture,35000,Description Bed with side tables and complete sofa set with mirror tables,Used,Others,,https://www.olx.com.pk/item/room-furniture-iid-1105428097
Racks pilot rickshaw pick up,123,Description Only serious byre contact me,Used,,,https://www.olx.com.pk/item/racks-pilot-rickshaw-pick-up-iid-1105428117
Cane Baskets | Laundry | Wooden Chicks | Jafari,987,"Description Cane Baskets 
Laundry 
Wooden Chicks 
Bamboo Jafari
Car Seat

www. lahorechickhouse. com 

Wooden Chicks 
Wooden Blinds 
Outdoor Chicks 
Imported Chicks 
Roller Blinds 
Cane Baskets 
Fruit Baskets 
Gift Baskets 
Office Furniture 
Office Tables 
Computer Tables 
Bar Stools 
Chair Knitting 
Chik Repairing 

www. lahorechickhouse. com 

https://www. facebook. com/Wooden-Blinds-101357081389880/",New,,,https://www.olx.com.pk/item/cane-baskets-laundry-wooden-chicks-jafari-iid-1101482852
" Modern Glow 3D Wooden Table Lamp – 11.5""",1000,"Description Add a touch of elegance and warmth to your space with this stunning 3D Wooden Table Lamp. Featuring a unique geometric cut-out design, this 11.5-inch lamp casts beautiful patterns of light on your walls, creating a cozy and artistic ambiance. Perfect for bedrooms, living rooms, or workspaces – it's not just a lamp, it's a piece of art!

 Handcrafted look
 Modern yet earthy
 Ideal for gifting or decor

 Light up your world with style!

With Free Home delivery.",,,,https://www.olx.com.pk/item/modern-glow-3d-wooden-table-lamp-115-iid-1104699193
Bed dressing showcase,64000,"Description Bed dressing showcase only in very very good condition urgently available for serious buyer , rate munasib ho jaye ga achi offer lagain or lay jain 333-43-6zero -one 23",Used,King Bed,Others,https://www.olx.com.pk/item/bed-dressing-showcase-iid-1105428126
Dinning Table with 6 chairs set,40000,"Description Premium 6-seater wooden dining table set, strong and durable. Classic design, well-maintained, and still in great shape — perfect for adding elegance to your dining room.",,,,https://www.olx.com.pk/item/dinning-table-with-6-chairs-set-iid-1105428131
Sofa Set,12000,"Description Sofa Set 
Good Condition",Used,Sofa Set,,https://www.olx.com.pk/item/sofa-set-iid-1105428135
Sofa cum bed with table & chair,19999,Description Sofa cum bed with table and chair for sale in good condition,Used,,,https://www.olx.com.pk/item/sofa-cum-bed-with-table-chair-iid-1105428133
Master ka Asli MoltyFoam Queen Mattress,45000,"Description It's original price is 51,000
Size: 72 x 66
Thickness: 8 inches",Used,Queen Bed,Foam,https://www.olx.com.pk/item/master-ka-asli-moltyfoam-queen-mattress-iid-1105428173
Salon chair,15000,"Description * Salon chairs 
* Salon parlour Chairs 
* Barber Chairs
* Baby Chairs 
• Waxing Chairs 
* Manicure Sofa 
* Pedicure Sofa
* Mani-pedicure combine Unit
* Manicure Trolley
* Nail Art Station
* Zero plumbing mani-pedicure sofas 
* Salon Shampoo 
* Salon Hair wash",Used,Others,,https://www.olx.com.pk/item/salon-chair-iid-1105428200
Hand crafting iteam,2000,Description More details contect with me in whatsapp and call  (View phone number),New,Others,,https://www.olx.com.pk/item/hand-crafting-iteam-iid-1105428205
Computer Chairs/Revolving chairs - Office Chair for sale in karachi,6499,"Description --------------Daar Office Furniture--------------
We Deals in All Kinds of sofa Office Furniture
( Five & Seven Seater Sofa set ) (Office Revolving chair) ( Boss Chair ) 

Features (For Office Sofa):
•	CEO chairs
•	Executive chairs 
•	Staff chairs 
•	High back office chairs 
•	Low back office chairs 
•	Visitor chairs 
•	Study chairs 
•	Auditorium chairs
•	Gaming Chair 
•	Colour Customization. 
•	Available in Different designs. ,, You can also customize it as per your requirement. 

For more Details Kindly on whatsapp or phone. . . . . . 
---------------------------------------------------",New,Others,,https://www.olx.com.pk/item/computer-chairsrevolving-chairs-office-chair-for-sale-in-karachi-iid-1100146759
tensile shades |waterproof shades |car parking shades |fiber shades|,500,"Description We are dealing in all types of Parking sheds Highly trusted company in Pakistan. 
 - Car Parking shed 
– Porch Sheds 
- Wall mounted 
- Hospital Parking 
- Factory parking 
- Warehouse Shed 
- Dairy Shed 
- Shadi Hall 
- Marquee 
- Storage shed 
- Swimmimg pool shed 
For more info and details kindly contact us on whatsapp number given below. 
+92 /321/ 7/94/48/05",New,,,https://www.olx.com.pk/item/tensile-shades-waterproof-shades-car-parking-shades-fiber-shades-iid-1105378933
